user_id,look_id,look_liked
3,3,0
4,3,0
5,3,1
6,3,1
7,3,0
8,3,0
9,3,0
10,3,1
11,3,0
12,3,1
13,3,0
14,3,1
15,3,0
16,3,1
17,3,0
18,3,1
19,3,0
20,3,1
21,3,1
22,3,0
23,3,0
24,3,0
25,3,1
26,3,1
27,3,0
28,3,0
29,3,1
30,3,0
31,3,0
32,3,0
33,3,0
34,3,1
35,3,0
36,3,1
37,3,0
38,3,1
39,3,1
40,3,0
41,3,0
42,3,0
43,3,1
44,3,0
45,3,1
46,3,0
47,3,0
48,3,1
49,3,0
50,3,0
51,3,1
52,3,1
53,3,1
54,3,1
55,3,1
56,3,0
57,3,0
58,3,1
59,3,0
60,3,1
61,3,1
62,3,1
63,3,1
64,3,0
65,3,0
66,3,0
67,3,1
68,3,1
69,3,0
70,3,0
71,3,1
72,3,1
73,3,1
74,3,1
75,3,0
76,3,0
77,3,0
78,3,1
79,3,1
80,3,1
81,3,1
82,3,0
83,3,1
84,3,0
85,3,0
86,3,0
87,3,0
88,3,0
89,3,0
90,3,1
91,3,1
92,3,1
93,3,1
94,3,1
95,3,0
96,3,0
97,3,1
98,3,1
99,3,0
100,3,1
101,3,1
102,3,1
103,3,0
104,3,0
105,3,0
106,3,0
107,3,0
108,3,1
109,3,1
110,3,0
111,3,1
112,3,1
113,3,0
114,3,1
115,3,0
116,3,1
117,3,0
118,3,1
119,3,0
120,3,0
121,3,1
122,3,1
123,3,1
124,3,0
125,3,1
126,3,0
127,3,0
128,3,1
129,3,0
130,3,0
131,3,1
132,3,1
133,3,0
134,3,0
135,3,1
136,3,1
137,3,0
138,3,0
139,3,1
140,3,1
141,3,1
142,3,0
143,3,0
144,3,1
145,3,0
146,3,0
147,3,0
148,3,0
149,3,0
150,3,1
151,3,1
152,3,1
153,3,0
154,3,0
155,3,1
156,3,1
157,3,0
158,3,1
159,3,0
160,3,0
161,3,1
162,3,1
163,3,1
164,3,1
165,3,0
166,3,1
167,3,1
168,3,0
169,3,0
170,3,1
1,4,0
2,4,1
3,4,1
4,4,0
5,4,0
6,4,1
7,4,0
8,4,1
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,0
15,4,0
16,4,0
17,4,1
18,4,1
19,4,0
20,4,0
21,4,1
22,4,0
23,4,1
24,4,1
25,4,1
26,4,1
27,4,0
28,4,0
29,4,1
30,4,0
31,4,1
32,4,1
33,4,0
34,4,1
35,4,0
36,4,1
37,4,0
38,4,1
39,4,0
40,4,1
41,4,1
42,4,1
43,4,0
44,4,0
45,4,1
46,4,1
47,4,1
48,4,1
49,4,0
50,4,0
51,4,0
52,4,0
53,4,1
54,4,0
55,4,0
56,4,1
57,4,1
58,4,0
59,4,1
60,4,1
61,4,1
62,4,1
63,4,0
64,4,0
65,4,0
66,4,0
67,4,1
68,4,0
69,4,1
70,4,1
71,4,0
72,4,0
73,4,1
74,4,0
75,4,0
76,4,1
77,4,1
78,4,0
79,4,0
80,4,1
81,4,1
82,4,0
83,4,0
84,4,0
85,4,0
86,4,1
87,4,0
88,4,1
89,4,0
90,4,0
91,4,0
92,4,1
93,4,1
94,4,1
95,4,0
96,4,0
97,4,1
98,4,1
99,4,0
100,4,1
101,4,1
102,4,1
103,4,0
104,4,0
105,4,1
106,4,1
107,4,1
108,4,0
109,4,0
110,4,0
111,4,0
112,4,0
113,4,0
114,4,1
115,4,0
116,4,1
117,4,0
118,4,0
119,4,1
120,4,0
121,4,1
122,4,0
123,4,0
124,4,0
125,4,0
126,4,1
127,4,0
128,4,0
129,4,0
130,4,0
131,4,0
132,4,1
133,4,1
134,4,0
135,4,0
136,4,1
137,4,1
138,4,1
139,4,0
140,4,0
141,4,0
142,4,0
143,4,0
144,4,1
145,4,1
146,4,0
147,4,0
148,4,0
149,4,1
150,4,1
151,4,0
152,4,1
153,4,0
154,4,0
155,4,1
156,4,0
157,4,1
158,4,0
159,4,0
160,4,1
161,4,1
162,4,0
163,4,0
164,4,1
165,4,1
166,4,1
167,4,1
168,4,0
169,4,0
170,4,0
1,5,1
2,5,0
3,5,0
4,5,0
5,5,1
6,5,1
7,5,0
8,5,0
9,5,0
10,5,1
11,5,1
12,5,1
13,5,1
14,5,0
15,5,1
16,5,0
17,5,1
18,5,1
19,5,1
20,5,1
21,5,0
22,5,0
23,5,0
24,5,1
25,5,0
26,5,1
27,5,0
28,5,0
29,5,1
30,5,0
31,5,1
32,5,0
33,5,0
34,5,1
35,5,1
36,5,1
37,5,1
38,5,0
39,5,0
40,5,1
41,5,1
42,5,0
43,5,0
44,5,1
45,5,0
46,5,1
47,5,0
48,5,0
49,5,1
50,5,1
51,5,0
52,5,0
53,5,1
54,5,0
55,5,1
56,5,1
57,5,0
58,5,0
59,5,0
60,5,1
61,5,1
62,5,1
63,5,1
64,5,0
65,5,1
66,5,0
67,5,1
68,5,0
69,5,0
70,5,0
71,5,0
72,5,1
73,5,1
74,5,0
75,5,0
76,5,0
77,5,0
78,5,0
79,5,1
80,5,1
81,5,0
82,5,0
83,5,1
84,5,0
85,5,1
86,5,1
87,5,0
88,5,0
89,5,1
90,5,1
91,5,0
92,5,1
93,5,0
94,5,0
95,5,0
96,5,1
97,5,1
98,5,0
99,5,1
100,5,0
101,5,1
102,5,1
103,5,0
104,5,0
105,5,0
106,5,0
107,5,1
108,5,0
109,5,1
110,5,0
111,5,1
112,5,1
113,5,1
114,5,1
115,5,0
116,5,0
117,5,1
118,5,0
119,5,1
120,5,0
121,5,0
122,5,1
123,5,1
124,5,1
125,5,0
126,5,0
127,5,1
128,5,1
129,5,1
130,5,0
131,5,0
132,5,0
133,5,0
134,5,1
135,5,0
136,5,1
137,5,1
138,5,1
139,5,1
140,5,1
141,5,1
142,5,0
143,5,1
144,5,1
145,5,1
146,5,1
147,5,0
148,5,1
149,5,1
150,5,0
151,5,0
152,5,0
153,5,0
154,5,0
155,5,0
156,5,0
157,5,1
158,5,1
159,5,0
160,5,0
161,5,0
162,5,1
163,5,1
164,5,0
165,5,1
166,5,1
167,5,0
168,5,0
169,5,1
170,5,1
1,6,0
2,6,1
3,6,1
4,6,0
5,6,1
6,6,0
7,6,1
8,6,0
9,6,1
10,6,0
11,6,1
12,6,0
13,6,0
14,6,0
15,6,1
16,6,1
17,6,1
18,6,0
19,6,0
20,6,0
21,6,1
22,6,1
23,6,0
24,6,1
25,6,0
26,6,1
27,6,0
28,6,0
29,6,0
30,6,1
31,6,0
32,6,0
33,6,1
34,6,0
35,6,0
36,6,1
37,6,0
38,6,0
39,6,0
40,6,0
41,6,0
42,6,1
43,6,0
44,6,1
45,6,1
46,6,1
47,6,1
48,6,1
49,6,1
50,6,0
51,6,0
52,6,1
53,6,0
54,6,0
55,6,1
56,6,0
57,6,0
58,6,1
59,6,0
60,6,1
61,6,0
62,6,0
63,6,1
64,6,1
65,6,0
66,6,0
67,6,1
68,6,1
69,6,0
70,6,0
71,6,0
72,6,0
73,6,1
74,6,1
75,6,0
76,6,1
77,6,0
78,6,1
79,6,1
80,6,0
81,6,1
82,6,0
83,6,1
84,6,0
85,6,1
86,6,0
87,6,0
88,6,0
89,6,1
90,6,1
91,6,1
92,6,0
93,6,1
94,6,0
95,6,1
96,6,0
97,6,1
98,6,0
99,6,1
100,6,1
101,6,0
102,6,0
103,6,1
104,6,1
105,6,0
106,6,1
107,6,1
108,6,1
109,6,1
110,6,0
111,6,0
112,6,1
113,6,0
114,6,1
115,6,1
116,6,0
117,6,1
118,6,1
119,6,1
120,6,0
121,6,1
122,6,1
123,6,0
124,6,0
125,6,0
126,6,1
127,6,1
128,6,0
129,6,1
130,6,0
131,6,1
132,6,0
133,6,0
134,6,0
135,6,0
136,6,1
137,6,0
138,6,1
139,6,1
140,6,1
141,6,0
142,6,1
143,6,1
144,6,0
145,6,0
146,6,0
147,6,0
148,6,1
149,6,0
150,6,1
151,6,1
152,6,0
153,6,0
154,6,0
155,6,1
156,6,1
157,6,1
158,6,1
159,6,0
160,6,1
161,6,1
162,6,1
163,6,0
164,6,1
165,6,1
166,6,0
167,6,0
168,6,0
169,6,0
170,6,1
1,7,0
2,7,1
3,7,0
4,7,0
5,7,0
6,7,1
7,7,0
8,7,0
9,7,0
10,7,1
11,7,1
12,7,1
13,7,1
14,7,1
15,7,1
16,7,0
17,7,0
18,7,0
19,7,0
20,7,0
21,7,0
22,7,0
23,7,1
24,7,1
25,7,0
26,7,0
27,7,1
28,7,0
29,7,1
30,7,1
31,7,0
32,7,0
33,7,0
34,7,1
35,7,0
36,7,1
37,7,1
38,7,0
39,7,0
40,7,1
41,7,0
42,7,1
43,7,1
44,7,0
45,7,0
46,7,1
47,7,0
48,7,0
49,7,1
50,7,0
51,7,0
52,7,1
53,7,1
54,7,1
55,7,1
56,7,1
57,7,1
58,7,0
59,7,1
60,7,1
61,7,1
62,7,1
63,7,0
64,7,1
65,7,0
66,7,0
67,7,0
68,7,0
69,7,0
70,7,1
71,7,1
72,7,1
73,7,0
74,7,0
75,7,0
76,7,0
77,7,1
78,7,1
79,7,1
80,7,1
81,7,0
82,7,1
83,7,1
84,7,0
85,7,0
86,7,0
87,7,1
88,7,1
89,7,0
90,7,0
91,7,1
92,7,0
93,7,1
94,7,1
95,7,0
96,7,1
97,7,1
98,7,0
99,7,0
100,7,0
101,7,0
102,7,1
103,7,1
104,7,0
105,7,0
106,7,1
107,7,0
108,7,1
109,7,1
110,7,1
111,7,0
112,7,1
113,7,0
114,7,1
115,7,1
116,7,1
117,7,0
118,7,1
119,7,0
120,7,0
121,7,0
122,7,0
123,7,1
124,7,0
125,7,1
126,7,1
127,7,0
128,7,1
129,7,1
130,7,0
131,7,0
132,7,0
133,7,1
134,7,1
135,7,1
136,7,1
137,7,1
138,7,1
139,7,1
140,7,0
141,7,1
142,7,0
143,7,1
144,7,0
145,7,1
146,7,1
147,7,1
148,7,1
149,7,1
150,7,1
151,7,0
152,7,0
153,7,0
154,7,0
155,7,0
156,7,1
157,7,0
158,7,1
159,7,1
160,7,1
161,7,0
162,7,1
163,7,0
164,7,1
165,7,1
166,7,0
167,7,0
168,7,1
169,7,0
170,7,1
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,1
7,8,1
8,8,0
9,8,0
10,8,1
11,8,0
12,8,0
13,8,0
14,8,1
15,8,0
16,8,0
17,8,1
18,8,0
19,8,1
20,8,1
21,8,1
22,8,0
23,8,0
24,8,1
25,8,1
26,8,1
27,8,0
28,8,1
29,8,0
30,8,1
31,8,0
32,8,0
33,8,0
34,8,1
35,8,1
36,8,0
37,8,0
38,8,0
39,8,1
40,8,1
41,8,1
42,8,0
43,8,1
44,8,0
45,8,1
46,8,1
47,8,1
48,8,1
49,8,1
50,8,0
51,8,1
52,8,1
53,8,0
54,8,0
55,8,0
56,8,0
57,8,0
58,8,0
59,8,0
60,8,1
61,8,1
62,8,0
63,8,0
64,8,1
65,8,0
66,8,0
67,8,0
68,8,0
69,8,0
70,8,1
71,8,0
72,8,0
73,8,0
74,8,0
75,8,1
76,8,1
77,8,1
78,8,0
79,8,1
80,8,1
81,8,0
82,8,0
83,8,1
84,8,1
85,8,1
86,8,0
87,8,0
88,8,0
89,8,1
90,8,1
91,8,1
92,8,0
93,8,0
94,8,1
95,8,1
96,8,0
97,8,0
98,8,1
99,8,1
100,8,1
101,8,1
102,8,1
103,8,0
104,8,1
105,8,1
106,8,1
107,8,1
108,8,0
109,8,1
110,8,1
111,8,1
112,8,0
113,8,1
114,8,0
115,8,0
116,8,0
117,8,0
118,8,1
119,8,1
120,8,0
121,8,1
122,8,0
123,8,1
124,8,1
125,8,1
126,8,1
127,8,1
128,8,0
129,8,0
130,8,0
131,8,0
132,8,0
133,8,0
134,8,0
135,8,0
136,8,0
137,8,1
138,8,1
139,8,0
140,8,1
141,8,1
142,8,1
143,8,1
144,8,0
145,8,0
146,8,0
147,8,0
148,8,1
149,8,1
150,8,0
151,8,0
152,8,0
153,8,1
154,8,1
155,8,1
156,8,1
157,8,1
158,8,0
159,8,0
160,8,1
161,8,1
162,8,1
163,8,0
164,8,0
165,8,1
166,8,0
167,8,1
168,8,1
169,8,1
170,8,0
1,9,0
2,9,0
3,9,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,0
10,9,0
11,9,0
12,9,1
13,9,0
14,9,0
15,9,1
16,9,1
17,9,1
18,9,1
19,9,1
20,9,0
21,9,0
22,9,0
23,9,0
24,9,1
25,9,1
26,9,1
27,9,0
28,9,0
29,9,0
30,9,1
31,9,1
32,9,1
33,9,1
34,9,0
35,9,1
36,9,1
37,9,1
38,9,1
39,9,1
40,9,0
41,9,1
42,9,0
43,9,1
44,9,1
45,9,1
46,9,1
47,9,1
48,9,0
49,9,0
50,9,1
51,9,1
52,9,0
53,9,1
54,9,0
55,9,0
56,9,1
57,9,0
58,9,0
59,9,1
60,9,1
61,9,1
62,9,0
63,9,0
64,9,0
65,9,0
66,9,1
67,9,1
68,9,1
69,9,1
70,9,1
71,9,0
72,9,0
73,9,1
74,9,0
75,9,0
76,9,1
77,9,0
78,9,1
79,9,0
80,9,0
81,9,0
82,9,1
83,9,1
84,9,0
85,9,1
86,9,0
87,9,1
88,9,1
89,9,0
90,9,0
91,9,0
92,9,0
93,9,0
94,9,1
95,9,1
96,9,0
97,9,1
98,9,1
99,9,1
100,9,0
101,9,0
102,9,1
103,9,0
104,9,0
105,9,0
106,9,0
107,9,1
108,9,1
109,9,0
110,9,1
111,9,1
112,9,0
113,9,0
114,9,1
115,9,1
116,9,0
117,9,1
118,9,1
119,9,0
120,9,0
121,9,0
122,9,1
123,9,1
124,9,0
125,9,0
126,9,1
127,9,0
128,9,0
129,9,0
130,9,0
131,9,0
132,9,1
133,9,1
134,9,0
135,9,1
136,9,1
137,9,1
138,9,1
139,9,0
140,9,1
141,9,1
142,9,0
143,9,0
144,9,0
145,9,0
146,9,0
147,9,1
148,9,0
149,9,0
150,9,0
151,9,0
152,9,1
153,9,1
154,9,1
155,9,0
156,9,0
157,9,0
158,9,1
159,9,1
160,9,0
161,9,0
162,9,1
163,9,0
164,9,1
165,9,1
166,9,0
167,9,0
168,9,1
169,9,0
170,9,1
1,10,0
2,10,0
3,10,0
4,10,1
5,10,0
6,10,0
7,10,1
8,10,0
9,10,0
10,10,1
11,10,0
12,10,1
13,10,0
14,10,0
15,10,1
16,10,1
17,10,0
18,10,0
19,10,0
20,10,0
21,10,1
22,10,0
23,10,0
24,10,1
25,10,1
26,10,1
27,10,0
28,10,1
29,10,0
30,10,1
31,10,0
32,10,1
33,10,0
34,10,1
35,10,1
36,10,1
37,10,1
38,10,1
39,10,0
40,10,0
41,10,0
42,10,0
43,10,1
44,10,0
45,10,1
46,10,0
47,10,0
48,10,0
49,10,1
50,10,1
51,10,1
52,10,1
53,10,1
54,10,1
55,10,1
56,10,1
57,10,1
58,10,0
59,10,1
60,10,0
61,10,1
62,10,0
63,10,1
64,10,1
65,10,0
66,10,1
67,10,1
68,10,1
69,10,0
70,10,0
71,10,0
72,10,1
73,10,1
74,10,1
75,10,1
76,10,0
77,10,0
78,10,1
79,10,1
80,10,0
81,10,1
82,10,1
83,10,0
84,10,0
85,10,0
86,10,0
87,10,1
88,10,0
89,10,0
90,10,1
91,10,1
92,10,1
93,10,0
94,10,1
95,10,1
96,10,1
97,10,1
98,10,0
99,10,1
100,10,0
101,10,0
102,10,0
103,10,0
104,10,1
105,10,1
106,10,1
107,10,1
108,10,1
109,10,0
110,10,0
111,10,0
112,10,0
113,10,1
114,10,0
115,10,0
116,10,1
117,10,1
118,10,1
119,10,1
120,10,0
121,10,0
122,10,1
123,10,1
124,10,1
125,10,1
126,10,1
127,10,0
128,10,1
129,10,0
130,10,1
131,10,0
132,10,1
133,10,1
134,10,1
135,10,0
136,10,1
137,10,0
138,10,0
139,10,1
140,10,1
141,10,0
142,10,1
143,10,1
144,10,0
145,10,0
146,10,0
147,10,1
148,10,0
149,10,0
150,10,1
151,10,0
152,10,1
153,10,1
154,10,0
155,10,0
156,10,1
157,10,0
158,10,0
159,10,1
160,10,1
161,10,1
162,10,1
163,10,0
164,10,0
165,10,1
166,10,0
167,10,0
168,10,1
169,10,0
170,10,0
1,11,1
2,11,1
3,11,1
4,11,1
5,11,0
6,11,0
7,11,1
8,11,1
9,11,0
10,11,1
11,11,0
12,11,0
13,11,1
14,11,1
15,11,1
16,11,0
17,11,1
18,11,0
19,11,1
20,11,0
21,11,0
22,11,0
23,11,0
24,11,1
25,11,1
26,11,0
27,11,0
28,11,0
29,11,1
30,11,0
31,11,0
32,11,0
33,11,0
34,11,1
35,11,1
36,11,1
37,11,0
38,11,0
39,11,0
40,11,0
41,11,0
42,11,0
43,11,1
44,11,0
45,11,0
46,11,0
47,11,1
48,11,0
49,11,1
50,11,1
51,11,1
52,11,0
53,11,0
54,11,0
55,11,0
56,11,0
57,11,1
58,11,0
59,11,1
60,11,0
61,11,1
62,11,1
63,11,1
64,11,0
65,11,1
66,11,1
67,11,0
68,11,1
69,11,1
70,11,0
71,11,0
72,11,1
73,11,0
74,11,1
75,11,0
76,11,0
77,11,1
78,11,1
79,11,0
80,11,0
81,11,0
82,11,1
83,11,0
84,11,1
85,11,0
86,11,1
87,11,0
88,11,1
89,11,1
90,11,1
91,11,0
92,11,1
93,11,0
94,11,1
95,11,1
96,11,1
97,11,0
98,11,1
99,11,1
100,11,1
101,11,0
102,11,0
103,11,1
104,11,0
105,11,1
106,11,1
107,11,0
108,11,0
109,11,1
110,11,0
111,11,0
112,11,1
113,11,0
114,11,1
115,11,1
116,11,1
117,11,1
118,11,0
119,11,1
120,11,1
121,11,1
122,11,1
123,11,0
124,11,1
125,11,1
126,11,1
127,11,0
128,11,1
129,11,1
130,11,1
131,11,0
132,11,1
133,11,1
134,11,1
135,11,0
136,11,1
137,11,1
138,11,1
139,11,0
140,11,0
141,11,1
142,11,0
143,11,0
144,11,0
145,11,1
146,11,1
147,11,0
148,11,1
149,11,0
150,11,0
151,11,1
152,11,0
153,11,1
154,11,1
155,11,1
156,11,0
157,11,1
158,11,1
159,11,1
160,11,1
161,11,1
162,11,0
163,11,1
164,11,1
165,11,1
166,11,0
167,11,0
168,11,0
169,11,0
170,11,0
1,12,1
2,12,0
3,12,0
4,12,0
5,12,1
6,12,1
7,12,1
8,12,0
9,12,1
10,12,0
11,12,0
12,12,1
13,12,1
14,12,1
15,12,0
16,12,0
17,12,0
18,12,0
19,12,1
20,12,0
21,12,1
22,12,1
23,12,0
24,12,1
25,12,0
26,12,1
27,12,1
28,12,0
29,12,0
30,12,1
31,12,0
32,12,1
33,12,0
34,12,1
35,12,0
36,12,0
37,12,1
38,12,0
39,12,1
40,12,0
41,12,1
42,12,0
43,12,0
44,12,1
45,12,0
46,12,0
47,12,1
48,12,0
49,12,0
50,12,0
51,12,1
52,12,0
53,12,0
54,12,0
55,12,1
56,12,1
57,12,1
58,12,1
59,12,0
60,12,0
61,12,0
62,12,1
63,12,1
64,12,0
65,12,1
66,12,1
67,12,1
68,12,1
69,12,1
70,12,1
71,12,1
72,12,0
73,12,1
74,12,1
75,12,0
76,12,0
77,12,0
78,12,0
79,12,0
80,12,1
81,12,0
82,12,1
83,12,1
84,12,0
85,12,1
86,12,1
87,12,1
88,12,0
89,12,1
90,12,1
91,12,0
92,12,0
93,12,0
94,12,0
95,12,0
96,12,1
97,12,1
98,12,1
99,12,1
100,12,0
101,12,1
102,12,0
103,12,1
104,12,1
105,12,0
106,12,0
107,12,0
108,12,1
109,12,1
110,12,0
111,12,1
112,12,1
113,12,1
114,12,1
115,12,0
116,12,1
117,12,0
118,12,1
119,12,1
120,12,1
121,12,0
122,12,0
123,12,1
124,12,1
125,12,0
126,12,1
127,12,1
128,12,1
129,12,1
130,12,1
131,12,0
132,12,0
133,12,1
134,12,1
135,12,0
136,12,1
137,12,0
138,12,1
139,12,1
140,12,0
141,12,0
142,12,1
143,12,0
144,12,0
145,12,0
146,12,1
147,12,0
148,12,1
149,12,0
150,12,0
151,12,0
152,12,1
153,12,0
154,12,0
155,12,1
156,12,0
157,12,1
158,12,0
159,12,0
160,12,1
161,12,0
162,12,1
163,12,1
164,12,1
165,12,0
166,12,1
167,12,0
168,12,0
169,12,1
170,12,0
1,13,1
2,13,1
3,13,0
4,13,0
5,13,0
6,13,1
7,13,1
8,13,0
9,13,0
10,13,1
11,13,0
12,13,0
13,13,0
14,13,0
15,13,0
16,13,0
17,13,0
18,13,0
19,13,1
20,13,0
21,13,0
22,13,0
23,13,1
24,13,1
25,13,1
26,13,0
27,13,0
28,13,1
29,13,0
30,13,0
31,13,1
32,13,0
33,13,0
34,13,0
35,13,1
36,13,0
37,13,1
38,13,0
39,13,1
40,13,0
41,13,1
42,13,1
43,13,0
44,13,1
45,13,0
46,13,0
47,13,1
48,13,0
49,13,0
50,13,0
51,13,0
52,13,0
53,13,1
54,13,0
55,13,1
56,13,1
57,13,0
58,13,0
59,13,0
60,13,1
61,13,0
62,13,0
63,13,0
64,13,0
65,13,1
66,13,0
67,13,1
68,13,0
69,13,0
70,13,1
71,13,1
72,13,1
73,13,0
74,13,1
75,13,0
76,13,1
77,13,1
78,13,0
79,13,0
80,13,1
81,13,1
82,13,1
83,13,1
84,13,1
85,13,1
86,13,1
87,13,0
88,13,1
89,13,1
90,13,0
91,13,1
92,13,1
93,13,0
94,13,1
95,13,1
96,13,0
97,13,0
98,13,1
99,13,1
100,13,0
101,13,0
102,13,1
103,13,1
104,13,0
105,13,0
106,13,1
107,13,1
108,13,1
109,13,1
110,13,1
111,13,0
112,13,1
113,13,1
114,13,1
115,13,1
116,13,1
117,13,1
118,13,1
119,13,1
120,13,1
121,13,1
122,13,1
123,13,0
124,13,0
125,13,1
126,13,0
127,13,0
128,13,0
129,13,1
130,13,1
131,13,0
132,13,0
133,13,1
134,13,0
135,13,1
136,13,0
137,13,0
138,13,1
139,13,1
140,13,0
141,13,1
142,13,0
143,13,0
144,13,1
145,13,0
146,13,0
147,13,0
148,13,0
149,13,0
150,13,1
151,13,1
152,13,1
153,13,1
154,13,1
155,13,0
156,13,1
157,13,0
158,13,0
159,13,0
160,13,0
161,13,0
162,13,1
163,13,1
164,13,1
165,13,0
166,13,0
167,13,0
168,13,1
169,13,0
170,13,0
1,14,0
2,14,1
3,14,0
4,14,0
5,14,0
6,14,0
7,14,0
8,14,1
9,14,0
10,14,1
11,14,0
12,14,1
13,14,1
14,14,1
15,14,0
16,14,0
17,14,1
18,14,1
19,14,0
20,14,0
21,14,1
22,14,1
23,14,0
24,14,0
25,14,1
26,14,1
27,14,1
28,14,1
29,14,0
30,14,0
31,14,1
32,14,1
33,14,1
34,14,0
35,14,1
36,14,1
37,14,1
38,14,1
39,14,0
40,14,1
41,14,0
42,14,1
43,14,0
44,14,1
45,14,1
46,14,0
47,14,1
48,14,1
49,14,1
50,14,1
51,14,0
52,14,0
53,14,1
54,14,1
55,14,0
56,14,1
57,14,1
58,14,1
59,14,1
60,14,1
61,14,1
62,14,1
63,14,0
64,14,1
65,14,0
66,14,0
67,14,0
68,14,1
69,14,1
70,14,1
71,14,1
72,14,0
73,14,1
74,14,0
75,14,0
76,14,1
77,14,1
78,14,1
79,14,0
80,14,1
81,14,1
82,14,1
83,14,0
84,14,1
85,14,1
86,14,0
87,14,1
88,14,1
89,14,1
90,14,0
91,14,1
92,14,1
93,14,1
94,14,0
95,14,1
96,14,1
97,14,0
98,14,0
99,14,0
100,14,1
101,14,0
102,14,1
103,14,1
104,14,1
105,14,1
106,14,0
107,14,1
108,14,1
109,14,1
110,14,1
111,14,1
112,14,0
113,14,1
114,14,0
115,14,0
116,14,0
117,14,0
118,14,0
119,14,0
